0,-2.6765
-0.54912,-2.6765
-1.2337,-2.6765
-1.7264,-2.6765
-2.0546,-2.6765
-2.2699,-2.6765
-2.4108,-2.6765
-2.5028,-2.6765
-2.563,-2.6765
-2.6023,6.9659
-0.64978,6.9659
1.7998,6.9659
3.5636,6.9659
4.7388,6.9659
5.51,6.9659
6.0144,6.9659
6.3441,6.9659
6.5595,6.9659
6.7003,6.9659
6.7923,6.9659
6.8525,6.9659
6.8918,6.9659
6.9175,6.9659
6.9342,6.9659
6.9452,6.9659
6.9524,6.9659
6.9571,6.9659
6.9601,6.9659
6.9621,6.9659
6.9634,6.9659
6.9643,6.9659
6.9648,-3.6112
4.7952,-3.6112
2.0899,-3.6112
0.14334,-3.6112
-1.1536,-3.6112
-2.0046,-3.6112
-2.5612,-3.6112
-2.925,-3.6112
-3.1628,-3.6112
-3.3181,-3.6112
-3.4197,-3.6112
-3.486,-3.6112
-3.5294,-3.6112
-3.5577,-3.6112
-3.5763,-3.6112
-3.5884,-3.6112
-3.5963,-3.6112
-3.6015,-3.6112
-3.6048,-3.6112
-3.607,-3.6112
-3.6085,-3.6112
-3.6094,-7.6338
-4.4353,-7.6338
-5.4647,-7.6338
-6.2053,-7.6338
-6.6987,-7.6338
-7.0225,-7.6338
-7.2343,-7.6338
-7.3727,-7.6338
-7.4632,-7.6338
-7.5223,-7.6338
-7.5609,-7.6338
-7.5862,-7.6338
-7.6027,-7.6338
-7.6135,3.3171
-5.3738,3.3171
-2.5773,3.3171
-0.56476,3.3171
0.77614,3.3171
1.656,3.3171
2.2315,3.3171
2.6076,3.3171
2.8535,3.3171
3.0141,3.3171
3.1191,3.3171
3.1877,3.3171
3.2325,3.3171
3.2618,3.3171
3.281,3.3171
3.2935,3.3171
3.3017,3.3171
3.307,3.3171
3.3105,3.3171
3.3128,3.3171
3.3143,3.3171
3.3153,3.3171
3.3159,3.3171
3.3163,3.3171
3.3166,3.3171
3.3168,3.3171
3.3169,3.3171
3.317,3.7315
3.402,3.7315
3.5081,3.7315
3.5843,3.7315
3.6352,3.7315
3.6685,3.7315
3.6903,3.7315
3.7046,3.7315
3.7139,3.7315
3.72,3.7315
3.724,3.7315
3.7266,3.7315
3.7283,3.7315
3.7294,3.7315
3.7301,3.7315
3.7306,3.7315
3.7309,3.7315
3.7311,3.7315
3.7313,3.7315
3.7313,3.7315
3.7314,3.7315
3.7314,3.7315
3.7315,3.7315
3.7315,3.7315
3.7315,3.7315
3.7315,3.7315
3.7315,3.7315
3.7315,3.7315
3.7315,3.7315
3.7315,3.7315
3.7315,3.7315
3.7315,3.7315
3.7315,1.5291
3.2797,1.5291
2.7163,1.5291
2.3109,1.5291
2.0409,1.5291
1.8637,1.5291
1.7478,1.5291
1.672,1.5291
1.6225,1.5291
1.5901,1.5291
1.569,1.5291
1.5552,1.5291
1.5461,1.5291
1.5402,1.5291
1.5364,1.5291
1.5339,1.5291
1.5322,1.5291
1.5311,1.5291
1.5304,1.5291
1.53,1.5291
1.5297,1.5291
1.5295,1.5291
1.5293,-8.5614
-0.54093,-8.5614
-3.122,-8.5614
-4.9792,-8.5614
-6.2166,-8.5614
-7.0285,-8.5614
-7.5596,-8.5614
-7.9067,-8.5614
-8.1336,-8.5614
-8.2818,-8.5614
-8.3787,-8.5614
-8.442,-8.5614
-8.4834,-8.5614
-8.5104,-8.5614
-8.5281,-8.5614
-8.5396,-8.5614
-8.5472,-8.5614
-8.5521,-8.5614
-8.5553,-8.5614
-8.5574,-8.5614
-8.5588,-8.5614
-8.5597,-8.5614
-8.5603,-8.5614
-8.5607,-8.5614
-8.5609,-8.5614
-8.5611,-8.5614
-8.5612,-8.5614
-8.5613,-8.5614
-8.5613,-8.5614
-8.5613,-8.5614
-8.5614,-8.5614
-8.5614,-8.5614
-8.5614,-8.5614
-8.5614,-8.5614
-8.5614,-8.5614
-8.5614,-8.5614
-8.5614,-8.5614
-8.5614,-8.5614
-8.5614,-8.5614
-8.5614,-8.5614
-8.5614,3.6352
-6.0591,3.6352
-2.9394,3.6352
-0.69455,3.6352
0.80107,3.6352
1.7824,3.6352
2.4243,3.6352
2.8439,3.6352
3.1181,3.6352
3.2972,3.6352
3.4143,3.6352
3.4909,3.6352
3.5409,3.6352
3.5736,3.6352
3.5949,3.6352
3.6089,3.6352
3.618,3.6352
3.624,3.6352
3.6279,3.6352
3.6304,3.6352
3.6321,3.6352
3.6331,3.6352
3.6339,3.6352
3.6343,3.6352
3.6346,3.6352
3.6348,3.6352
3.635,3.6352
3.635,3.6352
3.6351,3.6352
3.6351,3.6352
3.6352,3.6352
3.6352,3.6352
3.6352,3.6352
3.6352,3.6352
3.6352,3.6352
3.6352,3.6352
3.6352,-2.9087
2.2926,-2.9087
0.61879,-2.9087
-0.58564,-2.9087
-1.3881,-2.9087
-1.9146,-2.9087
-2.259,-2.9087
-2.4841,-2.9087
-2.6312,-2.9087
-2.7274,-2.9087
-2.7902,-2.9087
-2.8313,-2.9087
-2.8581,-2.9087
-2.8756,-2.9087
-2.8871,-2.9087
-2.8946,-2.9087
-2.8995,-2.9087
-2.9027,-2.9087
-2.9048,-2.9087
-2.9061,-2.9087
-2.907,-2.9087
-2.9076,-2.9087
-2.908,-2.9087
-2.9082,-2.9087
-2.9084,-2.9087
-2.9085,-2.9087
-2.9086,-2.9087
-2.9086,-2.9087
-2.9086,-2.9087
-2.9087,-2.9087
-2.9087,-2.9087
-2.9087,-2.9087
-2.9087,-9.4429
-4.2493,-9.4429
-5.9206,-9.4429
-7.1233,-9.4429
-7.9245,-9.4429
-8.4503,-9.4429
-8.7942,-9.4429
-9.019,-9.4429
-9.1658,-9.4429
-9.2618,-9.4429
-9.3246,-9.4429
-9.3656,-9.4429
-9.3924,-9.4429
-9.4099,-9.4429
-9.4213,-9.4429
-9.4288,-9.4429
-9.4337,-9.4429
-9.4369,3.84
-6.7138,3.84
-3.3176,3.84
-0.8737,3.84
0.75454,3.84
1.8229,3.84
2.5217,3.84
2.9785,3.84
3.277,3.84
3.4721,3.84
3.5996,3.84
3.6829,3.84
3.7373,3.84
3.7729,3.84
3.7961,3.84
3.8113,3.84
3.8213,3.84
3.8278,3.84
3.832,3.84
3.8348,3.84
3.8366,3.84
3.8378,3.84
3.8385,3.84
3.839,3.84
3.8394,3.84
3.8396,3.84
3.8397,-8.8562
1.235,-8.8562
-2.0124,-8.8562
-4.3492,-8.8562
-5.906,-8.8562
-6.9276,-8.8562
-7.5957,-8.8562
-8.0325,-8.8562
-8.3179,-8.8562
-8.5044,-8.8562
-8.6263,-8.8562
-8.706,-8.8562
-8.758,-8.8562
-8.792,-8.8562
-8.8143,-8.8562
-8.8288,-8.8562
-8.8383,-8.8562
-8.8445,-8.8562
-8.8486,-8.8562
-8.8512,-8.8562
-8.8529,-8.8562
-8.8541,-8.8562
-8.8548,-8.8562
-8.8553,-8.8562
-8.8556,-8.8562
-8.8558,-8.8562
-8.8559,-8.8562
-8.856,-8.8562
-8.8561,-8.8562
-8.8561,-8.8562
-8.8562,-8.8562
-8.8562,-8.8562
